id	description	type	source	_plantPart
344	Infusion taken for sore throat [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
345	Used as a physic. Tea used for cough [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
346	Used to prevent measles [Ojibwa: 85]. Decoction sprinkled on hot stones and the smoke inhaled to treat hadache [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
347	Used to stop bleeding from mouth in women [Abenaki: 67].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
348	Applied fresh on mouth blisters. Powdered with other plants to treat various ailments [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
349	Dried and used to make a tea for dropsy [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
350	Tea used to cure stomachache [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
351	Tops steeped and the infusion taken as a cure for epilepsy [Ojibwa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
352	Decoction taken in stomach pain [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers and leaves
353	Decoction taken in stomach pain [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers and leaves
354	Used for stomach troubles [Abenaki: 67], or against kidney and neuralgic diseases [Atikamekw: 73]. Tea used to treat digestive tract problems [Algonquin: 68], heart diseases [Algonquin: 69], as well as lung, liver and kidney diseases [Innu: 72].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
354	Steeped and given in pleurisy [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
354	Decoction taken as a tuberculosis cure [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
355	Conks boiled and used as a cough medicine [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
356	Used for "female troubles" [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
357	Chewed in hoarseness [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
357	Soaked in cold water and pounded to treat body pain [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fronds
358	Brewed and taken in general illnesses [Algonquians: 63]. Steeped and used to prevent pregnancy [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
359	Tea used for internal blood diseases [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark and roots
360	Used for internal blood diseases [Ojibwa: 86]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
360	Gathered unopened in early spring and boiled to extract the balsam, skimmed off and then boiled with bear fat to make a salve applied to frost-bitten members and on sores and inflamed wounds [Chippewa: 85]. Gathered in the spring and steeped in very hot bathwater until a layer of extract forms on the surface and the water is cool enough to bathe in, and also rubbed on afflicted areas to treat skin diseases such as eczema or psoriasis [Cree, Metis: 13]. Collected in the spring to make a tea taken for cold [Dene: 99]. Rubbed on the gums of a teething baby, or a cooled infusion used to rinse the baby's mouth [Dene: 13]. Rubbed on a sore tooth [Cree: 13]. Decoction drunk to treat heart problems [Cree: 13]. Boiled for 41 minutes with trembling aspen branch bark and the decoction given to treat diabetes [Cree: 13]. Gathered in the spring to make salve [Algonquin: 69]. Applied directly to the nostril to stop nosebleed [Cree: 95]. Smashed with roots of Arctium lappa and applied to sores [Malecite: 65]. Seeped before opening and used as a poultice in sprain or strained muscles, or boiled in grease, strained and kept for use when needed [Ojibwa: 47]. Cooked in lard or bear fat, cooled and used as a salve on cuts, wounds or bruises, also rubbed inside nostrils to clear congestion from cold, catarrh or bronchitis [Ojibwa: 87]. Steam used to treat nasal and chest congestion caused by cold [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	buds
360	Drunk to treat diabetes and high blood pressure [Cree, Metis: 13]. Used on cuts [Dene: 99]. Boiled and tea drunk to ease chest pain Smeared on a painful body part [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	sap
360	Used to make a tea for asthma in children [Cree, Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark and sap
360	Mixed with another plant in a decoction given in seizures [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
360	Applied fresh to a sore [Cree: 95]. Chewed and applied to insect stings and bites [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
360	Scrapings steeped in hot water and used as a poultice on open sores and infected wounds [Algonquin: 69]. Decoction made with equal portion of roots of Cirsium sp. taken internally to treat weakness and back pain in women. Mixed with roots of Populus tremuloides, steeped and given to slow heavy menstrual flow [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
360	Used in diabetes [Cree: 77]. Boiled and taken to treat stomach problems [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
360	Boiled and rubbed on swollen areas. Tea drunk for breathing problems [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	catkins
360	Powdered and used for skin rash [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rotten wood
361	Cotton" applied to open sores as an absorbent [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
362	Used to prevent pregnancy [Cree: 76].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
362	Tea used as a hemostatic [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	young roots
362	Infusion given to ease and lessen the menses [Cree: 76].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
363	Burned and ashes put on boils and abscesses [Cree: 80, 81]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
363	Decoction used in cough [Cree: 42]. Dried, boiled and drunk for ringworm [Cree: 80].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
363	Eaten in the spring, considered a mild purgative [Cree: 42]. Used in diabetes [Cree: 83].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
363	Ash mixed with boiled water and taken for urinary infections. Also used as poultice [Cree: 79].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	dry wood
363	Drops put into eyes to treat snow blindness [Cree: 80].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	gum
364	Tea used for rheumatism, cold and stomachache [Innu: 72]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
364	Drunk for worms [Algonquin: 68; Montagnais: 70]. Boiled and drunk as a blood medicine [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	sap
364	Used to treat venereal disease [Cree: 95]. Decoction or tea drunk as a vermifuge [Abenaki: 67; Algonquians: 63; Algonquin: 68; Montagnais: 70], to treat stomach disorders, or diabetes [Cree: 96]. Steeped and used for cold [Algonquians: 63; Mi'kmaq: 60]. Small squares placed under the tongue to treat a stomachache or against blood spitting [Cree: 13]. A strip about the length of the human heart cut at heart height on the south side of a mature tree is chewed and the juice swallowed as a heart medicine [Cree: 13]. Small strip of fresh green bark chewed and swallowed for relief from food poisoning or diarrhoea [Metis: 13]. Infusion drunk to treat cancer and diabetes [Cree: 13]. Decoction drunk to treat stomachache, diarrhoea [Cree: 13], fever and cough [Dene: 13]. Mixed with buds of Populus balsamifera in a decoction drunk to treat diabetes [Cree: 13]. White "dust" on the bark (crustose lichens and dead tree periderm) applied to cuts and wounds to stop bleeding [Dene: 13] or used as a styptic [Cree: 95]. Boiled and used in boils [Algonquin: 75]. Chewed and applied to cuts as a poultice [Chippewa: 47; Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
364	Used in diabetes [Cree: 77], as a laxative or cough remedy [Cree: 66].Boiled and used as a tonic [55]. Poultice used on sore arm or leg [Ojibwa: 87]. Chewed and juice swallowed to treat heart problems [Cree: 96]. Used to cover wounds to stop bleeding [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
364	Chewed or crushed fresh and applied to bee or wasp stings [Cree: 95; Cree, Dene: 13; Chipewyan: 92], or on mosquito bites or cuts [Cree: 13]. Boiled and drunk as a medicine [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
364	Used for toothache [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	buds
364	Eaten to cause an abortion [Dene: 13; Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	seeds
364	Steeped with roots of Populus balsamifera and given to slow heavy menstrual flow [Chippewa: 47]. Grated and boiled into a sirup for rheumatisms and numb articulations [Atikamekw: 73].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
364	Powder used for skin rash [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rotten wood
365	Tea drunk as a coagulant, to heal cuts and sores [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
366	Decoction used for dysentery. Powdered and pricked into the temples or placed in the nostrils to relieve convulsions. Dried, moistened, pulverized and applied to cuts [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
367	Used as a physic [Ojibwa: 87]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
367	Chewed or a decoction used to treat sore throat [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and stalk
368	Milk" used as a diuretic [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
368	Powdered and put in a broth used in confinement [Ojibwa: 47]. Used as a "female remedy" [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
369	Mixed with another plant and drunk as a spring tonic [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
370	Used in sore throat [Cree: 42]. "Women medicine" [Ojibwa: 47]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
370	Tea used for fever [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
370	Used in compound medicine as a "female remedy" [Ojibwa: 87]. Decoction combined with catnip and taken as a physic [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
371	Crushed and boiled with the roots of other plants as a remedy for diarrhoea [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark and roots
371	Used as a disinfectant [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
371	Decoction used against intestinal worms [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
371	Mixed with the trunk of a young Pinus strobus and the inner bark of Prunus serotina in a decoction used to treat cuts and wounds [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
372	Tea drunk in cough [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
373	Mixed with Taxus canadensis in a tea used for rheumatism [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
373	Tea taken in fever [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark, fruits, leaves, and roots
373	Tea taken to treat bronchitis, cough and blood poisoning [Algonquin, Cree: 69; Innu: 72]. Steeped and taken in erysipelas [Malecite: 65]. Compress used on swellings and sprain [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
373	Paste, sometimes mixed with Sorbus americana used for problems in shoulders, joints, nerves and heart [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark and branches
373	Infusion to treat sore eyes [Cree: 95]. Used on cuts, a tea drunk for colds, and boiled to a jelly used to treat burns [Algonquin: 75]. Used for cough [Ojibwa: 87; Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
373	Dried without bark and used in prickly heat or chafed skin [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	wood
373	Decoction given for stomach pain or disorders [66; Ojibwa: 84]. Grated and boiled in water to make a syrup applied to umbilical cord [Atikamekw: 73]. Herbal water to treat whooping cough [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
373	Eaten raw to fight cough [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
373	Used to fight cough [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves or twigs
374	Steeped and drunk for cough [Algonquians: 63, Mi'kmaq: 60]. Used in cough and cold [Mi'kmaq: 61]. Steeped in water, added to beaver castor and a little gin and given in cough and cold, and consumption in men [Malecite: 65]. Tea as a remedy for cough and cold [Mi'kmaq: 62; Ojibwa: 87]. Part of a compound medicine for small pox [Mi'kmaq: 43].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
374	Steeped to make a bitter tonic [Algonquians: 63, Mi'kmaq: 60, 62].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
374	Applied to external sores, an infusion is also given to relieve pain and soreness of the chest [44; Ojibwa: 84]. Mixed with the trunk of a young Pinus strobus and the inner bark of a young Prunus americana in a decoction used to treat cuts and wounds. Boiled and the water used as a wash to treat scrofula. Decoction used as a disinfectant [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
